Timestamp, Equity
2020-01-21, 1000
2020-01-22, 1000
2020-01-23, 1000
2020-01-24, 1000
2020-01-27, 1000
2020-01-28, 1000
2020-01-29, 1000
2020-01-30, 1000
2020-01-31, 1000
2020-02-03, 1000
2020-02-04, 1000
2020-02-05, 1000
2020-02-06, 1000
2020-02-07, 1000
2020-02-10, 1000
2020-02-11, 1000
2020-02-12, 1000
2020-02-13, 1000
2020-02-14, 1000
2020-02-18, 1000
2020-02-19, 1000
2020-02-20, 1000
2020-02-21, 1000
2020-02-24, 1000
2020-02-25, 1000
2020-02-26, 1000
2020-02-27, 1000
2020-02-28, 1000
2020-03-02, 1000
2020-03-03, 1000
2020-03-04, 1000
2020-03-05, 1000
2020-03-06, 1000
2020-03-09, 1000
2020-03-10, 1000
2020-03-11, 1000
2020-03-12, 1000
2020-03-13, 1000
2020-03-16, 1000
2020-03-17, 1000
2020-03-18, 1000
2020-03-19, 1000
2020-03-20, 1000
2020-03-23, 1000
2020-03-24, 1000
2020-03-25, 1000
2020-03-26, 1000
2020-03-27, 1000
2020-03-30, 1000
2020-03-31, 1000
2020-04-01, 1000
2020-04-02, 1000
2020-04-03, 1000
2020-04-06, 1000
2020-04-07, 1000
2020-04-08, 1000
2020-04-09, 1000
2020-04-13, 1000
2020-04-14, 1000
2020-04-15, 1000
2020-04-16, 1000
2020-04-17, 1000
2020-04-20, 1000
2020-04-21, 1000
2020-04-22, 1000
2020-04-23, 1000
2020-04-24, 1000
2020-04-27, 1000
2020-04-28, 1000
2020-04-29, 1000
2020-04-30, 1000
2020-05-01, 1000
2020-05-04, 1000
2020-05-05, 1000
2020-05-06, 1000
2020-05-07, 1000
2020-05-08, 1000
2020-05-11, 1000
2020-05-12, 1000
2020-05-13, 1000
2020-05-14, 1000
2020-05-15, 1000
2020-05-18, 1000
2020-05-19, 1000
2020-05-20, 1000
2020-05-21, 1000
2020-05-22, 1000
2020-05-26, 1000
2020-05-27, 1000
2020-05-28, 1000
2020-05-29, 1000
2020-06-01, 1000
2020-06-02, 1000
2020-06-03, 1000
2020-06-04, 1000
2020-06-05, 1000
2020-06-08, 1000
2020-06-09, 1000
2020-06-10, 1000
2020-06-11, 1000
2020-06-12, 1000
2020-06-15, 1000
2020-06-16, 1000
2020-06-17, 1000
2020-06-18, 1000
2020-06-19, 1000
2020-06-22, 1000
2020-06-23, 1000
2020-06-24, 1000
2020-06-25, 1000
2020-06-26, 1000
2020-06-29, 1000
2020-06-30, 1000
2020-07-01, 1000
2020-07-02, 1000
2020-07-06, 1000
2020-07-07, 1000
2020-07-08, 1000
2020-07-09, 1000
2020-07-10, 1000
2020-07-13, 1000
2020-07-14, 1000
2020-07-15, 1000
2020-07-16, 1000
2020-07-17, 1000
2020-07-20, 1000
2020-07-21, 1000
2020-07-22, 1000
2020-07-23, 1000
2020-07-24, 1000
2020-07-27, 1000
2020-07-28, 1000
2020-07-29, 1000
2020-07-30, 1000
2020-07-31, 1000
2020-08-03, 1000
2020-08-04, 1000
2020-08-05, 1000
2020-08-06, 1000
2020-08-07, 1000
2020-08-10, 1000
2020-08-11, 1000
2020-08-12, 1000
2020-08-13, 1000
2020-08-14, 1000
2020-08-17, 1000
2020-08-18, 1000
2020-08-19, 1000
2020-08-20, 1000
2020-08-21, 1000
2020-08-24, 1000
2020-08-25, 1000
2020-08-26, 1000
2020-08-27, 1000
2020-08-28, 1000
2020-08-31, 1000
2020-09-01, 1000
2020-09-02, 1000
2020-09-03, 1000
2020-09-04, 1000
2020-09-08, 1000
2020-09-09, 1000
2020-09-10, 1000
2020-09-11, 1000
2020-09-14, 1000
2020-09-15, 1000
2020-09-16, 1000
2020-09-17, 1000
2020-09-18, 1000
2020-09-21, 1000
2020-09-22, 1000
2020-09-23, 1000.6
2020-09-24, 1025.34
2020-09-25, 1011.02
2020-09-28, 1011.02
2020-09-29, 1004.42
2020-09-30, 1026.61
2020-10-01, 1053.41
2020-10-02, 1010.84
2020-10-05, 1053.84
2020-10-06, 1091.99
2020-10-07, 1051.51
2020-10-08, 1061.78
2020-10-09, 1117.2
2020-10-12, 1181.88
2020-10-13, 1113.32
2020-10-14, 1051.31
2020-10-15, 1104.52
2020-10-16, 1054.56
2020-10-19, 1038.27
2020-10-20, 1043.37
2020-10-21, 1036.46
2020-10-22, 1046.77
2020-10-23, 1069.21
2020-10-26, 1051.05
2020-10-27, 1080.89
2020-10-28, 987.34
2020-10-29, 977.6
2020-10-30, 992.51
2020-11-02, 988.71
2020-11-03, 1014.4
2020-11-04, 993.42
2020-11-05, 1018.08
2020-11-06, 1017.15
2020-11-09, 1016.73
2020-11-10, 1034.82
2020-11-11, 1045.45
2020-11-12, 1047.42
2020-11-13, 1028.69
2020-11-16, 1064.4
2020-11-17, 1067.96
2020-11-18, 1074.1
2020-11-19, 1081.01
2020-11-20, 1076.2
2020-11-23, 1074.55
2020-11-24, 1077.77
2020-11-25, 1076.09
2020-11-27, 1076.44
2020-11-30, 1075.36
2020-12-01, 1099.31
2020-12-02, 1077.47
2020-12-03, 1087.24
2020-12-04, 1100.35
2020-12-07, 1089.12
2020-12-08, 1095.62
2020-12-09, 1096.24
2020-12-10, 1093.36
2020-12-11, 1094.87
2020-12-14, 1130.52
2020-12-15, 1141.68
2020-12-16, 1143.16
2020-12-17, 1143.16
2020-12-18, 1143.16
2020-12-21, 1209.71
2020-12-22, 1230.36
2020-12-23, 1287.17
2020-12-24, 1294.47
2020-12-28, 1304.02
2020-12-29, 1291.8
2020-12-30, 1320.16
2020-12-31, 1338.59
2021-01-04, 1340.96
2021-01-05, 1347.82
2021-01-06, 1329.18
2021-01-07, 1353.96
2021-01-08, 1398.45
2021-01-11, 1394.83
2021-01-12, 1408.71
2021-01-13, 1415.75
2021-01-14, 1417.69
2021-01-15, 1415.61
2021-01-19, 1415.61
2021-01-20, 1415.61
2021-01-21, 1434.25
