Timestamp, Equity
2020-01-15, 300
2020-01-16, 300
2020-01-17, 300
2020-01-21, 300
2020-01-22, 300
2020-01-23, 300
2020-01-24, 300
2020-01-27, 300
2020-01-28, 300
2020-01-29, 300
2020-01-30, 300
2020-01-31, 300
2020-02-03, 300
2020-02-04, 300
2020-02-05, 300
2020-02-06, 300
2020-02-07, 300
2020-02-10, 300
2020-02-11, 300
2020-02-12, 300
2020-02-13, 300
2020-02-14, 300
2020-02-18, 300
2020-02-19, 300
2020-02-20, 300
2020-02-21, 300
2020-02-24, 300
2020-02-25, 300
2020-02-26, 300
2020-02-27, 300
2020-02-28, 300
2020-03-02, 300
2020-03-03, 300
2020-03-04, 300
2020-03-05, 300
2020-03-06, 300
2020-03-09, 300
2020-03-10, 300
2020-03-11, 300
2020-03-12, 300
2020-03-13, 300
2020-03-16, 300
2020-03-17, 300
2020-03-18, 300
2020-03-19, 300
2020-03-20, 300
2020-03-23, 300
2020-03-24, 300
2020-03-25, 300
2020-03-26, 300
2020-03-27, 300
2020-03-30, 300
2020-03-31, 300
2020-04-01, 300
2020-04-02, 300
2020-04-03, 300
2020-04-06, 300
2020-04-07, 300
2020-04-08, 300
2020-04-09, 300
2020-04-13, 300
2020-04-14, 300
2020-04-15, 300
2020-04-16, 300
2020-04-17, 300
2020-04-20, 300
2020-04-21, 300
2020-04-22, 300
2020-04-23, 300
2020-04-24, 300
2020-04-27, 300
2020-04-28, 300
2020-04-29, 300
2020-04-30, 300
2020-05-01, 300
2020-05-04, 300
2020-05-05, 300
2020-05-06, 300
2020-05-07, 300
2020-05-08, 300
2020-05-11, 300
2020-05-12, 300
2020-05-13, 300
2020-05-14, 300
2020-05-15, 300
2020-05-18, 300
2020-05-19, 300
2020-05-20, 300
2020-05-21, 300
2020-05-22, 300
2020-05-26, 300
2020-05-27, 300
2020-05-28, 300
2020-05-29, 300
2020-06-01, 300
2020-06-02, 300
2020-06-03, 300
2020-06-04, 300
2020-06-05, 300
2020-06-08, 300
2020-06-09, 300
2020-06-10, 300
2020-06-11, 300
2020-06-12, 300
2020-06-15, 300
2020-06-16, 300
2020-06-17, 300
2020-06-18, 300
2020-06-19, 300
2020-06-22, 300
2020-06-23, 300
2020-06-24, 300
2020-06-25, 300
2020-06-26, 300
2020-06-29, 300
2020-06-30, 300
2020-07-01, 300
2020-07-02, 300
2020-07-06, 300
2020-07-07, 300
2020-07-08, 300
2020-07-09, 300
2020-07-10, 300
2020-07-13, 300
2020-07-14, 300
2020-07-15, 300
2020-07-16, 300
2020-07-17, 300
2020-07-20, 300
2020-07-21, 300
2020-07-22, 300
2020-07-23, 300
2020-07-24, 300
2020-07-27, 300
2020-07-28, 300
2020-07-29, 300
2020-07-30, 300
2020-07-31, 300
2020-08-03, 300
2020-08-04, 300
2020-08-05, 300
2020-08-06, 300
2020-08-07, 300
2020-08-10, 300
2020-08-11, 300
2020-08-12, 300
2020-08-13, 300
2020-08-14, 300
2020-08-17, 300
2020-08-18, 300
2020-08-19, 300
2020-08-20, 300
2020-08-21, 300
2020-08-24, 300
2020-08-25, 300
2020-08-26, 300
2020-08-27, 300
2020-08-28, 300
2020-08-31, 300
2020-09-01, 300
2020-09-02, 300
2020-09-03, 300
2020-09-04, 300
2020-09-08, 300
2020-09-09, 300
2020-09-10, 300
2020-09-11, 300
2020-09-14, 300
2020-09-15, 300
2020-09-16, 300
2020-09-17, 300
2020-09-18, 300
2020-09-21, 300
2020-09-22, 300
2020-09-23, 300
2020-09-24, 300
2020-09-25, 300
2020-09-28, 300
2020-09-29, 300
2020-09-30, 300
2020-10-01, 300
2020-10-02, 300
2020-10-05, 300
2020-10-06, 300
2020-10-07, 300
2020-10-08, 300.56
2020-10-09, 298.4
2020-10-12, 298.2
2020-10-13, 295.43
2020-10-14, 294.71
2020-10-15, 292.8
2020-10-16, 292.35
2020-10-19, 293.71
2020-10-20, 293.41
2020-10-21, 293.01
2020-10-22, 295.35
2020-10-23, 295.31
2020-10-26, 294.8
2020-10-27, 292.54
2020-10-28, 283.69
2020-10-29, 281.88
2020-10-30, 281.2
2020-11-02, 282.49
2020-11-03, 287.36
2020-11-04, 283.08
2020-11-05, 282.92
2020-11-06, 285.18
2020-11-09, 283.11
2020-11-10, 287.5
2020-11-11, 285.61
2020-11-12, 277.98
2020-11-13, 285.59
2020-11-16, 290.97
2020-11-17, 289.39
2020-11-18, 289.28
2020-11-19, 289.08
2020-11-20, 287.54
2020-11-23, 287.68
2020-11-24, 287.68
2020-11-25, 287.68
2020-11-27, 287.68
2020-11-30, 288.75
2020-12-01, 297.76
2020-12-02, 290.61
2020-12-03, 293.99
2020-12-04, 296.6
2020-12-07, 293.87
2020-12-08, 295.79
2020-12-09, 294.02
2020-12-10, 293.45
2020-12-11, 293.74
2020-12-14, 306.27
2020-12-15, 309.56
2020-12-16, 310.8
2020-12-17, 310.8
2020-12-18, 310.8
2020-12-21, 311.84
2020-12-22, 310.69
2020-12-23, 323.6
2020-12-24, 322.68
2020-12-28, 324.04
2020-12-29, 321.04
2020-12-30, 326.75
2020-12-31, 327.96
2021-01-04, 327.96
2021-01-05, 327.71
2021-01-06, 324.58
2021-01-07, 330.04
2021-01-08, 331.72
2021-01-11, 331.97
2021-01-12, 332.33
2021-01-13, 337.14
2021-01-14, 339.49
2021-01-15, 339.9107
